incidntnum,category,descript,dayofweek,date,time,pddistrict,resolution,address,x,y,location,pdid
170772369,LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,09/21/2017,15:00:00,TENDERLOIN,NONE,MARKET ST / 8TH ST,-122.41474383538245,37.778719262789004,"(37.778719262789004, -122.41474383538245)",17077236906153
176127114,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,05/18/2017,12:15:00,NORTHERN,NONE,3400 Block of BAKER ST,-122.44675006464215,37.802836040355906,"(37.802836040355906, -122.44675006464215)",17612711406244
160114373,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Friday,02/05/2016,12:50:00,INGLESIDE,NONE,0 Block of SGTJOHNVYOUNG LN,-122.44470706345523,37.72493072679362,"(37.72493072679362, -122.44470706345523)",16011437309029
140012098,BURGLARY,"BURGLARY, ATTEMPTED FORCIBLE ENTRY",Sunday,01/05/2014,03:42:00,TARAVAL,NONE,1700 Block of 26TH AV,-122.483968730344,37.7548286685287,"(37.7548286685287, -122.483968730344)",14001209805072
90247905,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,03/08/2009,23:30:00,NORTHERN,NONE,1800 Block of SUTTER ST,-122.430791511808,37.7864562307955,"(37.7864562307955, -122.430791511808)",9024790528160
110026358,TRESPASS,TRESPASSING,Sunday,01/09/2011,08:45:00,TENDERLOIN,NONE,200 Block of POWELL ST,-122.408201657254,37.7868849113107,"(37.7868849113107, -122.408201657254)",11002635827195
136122483,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,07/15/2013,14:00:00,MISSION,NONE,100 Block of JULIAN AV,-122.420908468984,37.7657766621198,"(37.7657766621198, -122.420908468984)",13612248306224
170492250,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Friday,06/16/2017,20:37:00,CENTRAL,"ARREST, BOOKED",COLUMBUS AV / PACIFIC AV,-122.40551722327726,37.79706422849924,"(37.79706422849924, -122.40551722327726)",17049225065050
50859409,ASSAULT,ATTEMPTED HOMICIDE WITH A GUN,Monday,08/01/2005,15:09:00,BAYVIEW,NONE,100 Block of KISKA RD,-122.376054792432,37.7300559760912,"(37.7300559760912, -122.376054792432)",5085940904021
110849514,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Thursday,10/20/2011,22:00:00,NORTHERN,NONE,2300 Block of POLK ST,-122.422175829525,37.7983109408384,"(37.7983109408384, -122.422175829525)",11084951405051
50627927,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Sunday,06/05/2005,11:30:00,CENTRAL,NONE,300 Block of SUTTER ST,-122.40618184105,37.7894765068014,"(37.7894765068014, -122.40618184105)",5062792706364
30793764,NON-CRIMINAL,LOST PROPERTY,Wednesday,07/02/2003,11:45:00,NORTHERN,NONE,100 Block of LARKIN ST,-122.416607695115,37.7791387543353,"(37.7791387543353, -122.416607695115)",3079376471e3
170312620,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,04/16/2017,18:05:00,NORTHERN,NONE,GEARY BL / CLEARY CT,-122.42644916153444,37.78515138516776,"(37.78515138516776, -122.42644916153444)",17031262006244
150430800,NON-CRIMINAL,FOUND PROPERTY,Sunday,05/17/2015,20:57:00,TENDERLOIN,NONE,300 Block of OFARRELL ST,-122.410509258795,37.7860432222992,"(37.7860432222992, -122.410509258795)",15043080072e3
90870932,OTHER OFFENSES,FALSE REPORT OF BOMB,Saturday,08/22/2009,09:48:00,BAYVIEW,NONE,600 Block of DEHARO ST,-122.401191922623,37.7616428225519,"(37.7616428225519, -122.401191922623)",9087093226105
81053662,ASSAULT,THREATS TO SCHOOL TEACHERS,Friday,10/03/2008,13:30:00,TARAVAL,"ARREST, BOOKED",100 Block of APTOS AV,-122.466758005159,37.7291845796038,"(37.7291845796038, -122.466758005159)",8105366219080
30325107,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Tuesday,03/18/2003,19:48:00,MISSION,"ARREST, BOOKED",1300 Block of VALENCIA ST,-122.420653354736,37.7512851170191,"(37.7512851170191, -122.420653354736)",3032510730190
120054123,WARRANTS,WARRANT ARREST,Friday,01/20/2012,14:31:00,TENDERLOIN,"ARREST, BOOKED",300 Block of TURK ST,-122.41487855905,37.7826335031541,"(37.7826335031541, -122.41487855905)",12005412363010
131065361,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,12/19/2013,00:01:00,MISSION,NONE,300 Block of DOLORES ST,-122.426118705944,37.7635158382169,"(37.7635158382169, -122.426118705944)",13106536107021
166207782,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,09/15/2015,23:50:00,BAYVIEW,NONE,0 Block of EXECUTIVEPARK BL,-122.394556626488,37.7099705488971,"(37.7099705488971, -122.394556626488)",16620778206244
41323405,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,11/19/2004,17:45:00,BAYVIEW,NONE,1400 Block of KIRKWOOD CT,-122.387742655252,37.7370190941171,"(37.7370190941171, -122.387742655252)",4132340564070
170873058,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,09/29/2017,08:00:00,BAYVIEW,NONE,0 Block of SIERRA ST,-122.39562363747467,37.75826827099875,"(37.75826827099875, -122.39562363747467)",17087305806304
160076080,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Tuesday,01/26/2016,22:30:00,MISSION,"ARREST, BOOKED",CAPP ST / 20TH ST,-122.41796448376013,37.75869681664891,"(37.75869681664891, -122.41796448376013)",16007608013075
80521565,DRUG/NARCOTIC,POSSESSION OF HALLUCINOGENIC FOR SALES,Sunday,05/18/2008,19:25:00,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.409708423721,37.7828276498838,"(37.7828276498838, -122.409708423721)",8052156516420
90023498,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Wednesday,01/07/2009,13:30:00,NORTHERN,NONE,2100 Block of GREEN ST,-122.434506505537,37.7963147029781,"(37.7963147029781, -122.434506505537)",9002349805011
50476633,ASSAULT,BATTERY,Wednesday,04/13/2005,21:20:00,SOUTHERN,NONE,MISSION ST / SOUTH VAN NESS AV,-122.418618953347,37.7730525547699,"(37.7730525547699, -122.418618953347)",5047663304134
70400010,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,04/19/2007,10:30:00,BAYVIEW,"ARREST, CITED",3RD ST / FAIRFAX AV,-122.388204239979,37.7418910563993,"(37.7418910563993, -122.388204239979)",7040001065016
40844937,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,07/24/2004,22:30:00,TENDERLOIN,"ARREST, BOOKED",TURK ST / TAYLOR ST,-122.41076876635,37.7832145189783,"(37.7832145189783, -122.41076876635)",4084493762050
30997803,ASSAULT,THREATS AGAINST LIFE,Saturday,08/23/2003,14:35:00,SOUTHERN,NONE,900 Block of FOLSOM ST,-122.40397938421,37.7798747354156,"(37.7798747354156, -122.40397938421)",3099780319057
106087390,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,07/19/2010,14:00:00,MISSION,NONE,DOLORES ST / 19TH ST,-122.425920487436,37.7598279172229,"(37.7598279172229, -122.425920487436)",10608739006372
146258987,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,12/06/2014,00:30:00,CENTRAL,NONE,1200 Block of GRANT AV,-122.407049542301,37.7983399167576,"(37.7983399167576, -122.407049542301)",14625898706372
150833602,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,09/06/2015,15:00:00,CENTRAL,NONE,1000 Block of GREEN ST,-122.416421719622,37.7986283900074,"(37.7986283900074, -122.416421719622)",15083360268020
70111289,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,01/30/2007,21:00:00,MISSION,NONE,1000 Block of SOUTH VAN NESS AV,-122.416572667483,37.7563562905072,"(37.7563562905072, -122.416572667483)",7011128906301
80078594,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Tuesday,01/22/2008,21:00:00,BAYVIEW,"ARREST, BOOKED",800 Block of MINNESOTA ST,-122.390262015502,37.7591168554234,"(37.7591168554234, -122.390262015502)",8007859403011
91142249,NON-CRIMINAL,"AIDED CASE, INJURED PERSON",Thursday,11/05/2009,16:14:00,INGLESIDE,NONE,MISSION ST / THERESA ST,-122.432449401952,37.7276368082413,"(37.7276368082413, -122.432449401952)",9114224964015
60896037,NON-CRIMINAL,LOST PROPERTY,Wednesday,08/23/2006,11:00:00,PARK,NONE,0 Block of COLE ST,-122.451192216536,37.7747209503169,"(37.7747209503169, -122.451192216536)",6089603771e3
90524543,FRAUD,"TRICK AND DEVICE, GRAND THEFT",Wednesday,04/29/2009,13:00:00,TARAVAL,NONE,1700 Block of 28TH AV,-122.486112554206,37.7547341131793,"(37.7547341131793, -122.486112554206)",9052454310115
40178394,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,02/13/2004,13:40:00,CENTRAL,NONE,JONES ST / NORTH POINT ST,-122.417081753225,37.8061420853358,"(37.8061420853358, -122.417081753225)",4017839406243
70327464,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Wednesday,03/21/2007,09:00:00,SOUTHERN,NONE,100 Block of OTIS ST,-122.420303482492,37.770896885856,"(37.770896885856, -122.420303482492)",7032746419050
40551289,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,05/13/2004,16:40:00,SOUTHERN,NONE,600 Block of 3RD ST,-122.393559121228,37.7794201313347,"(37.7794201313347, -122.393559121228)",4055128906302
170516593,NON-CRIMINAL,AIDED CASE,Sunday,06/25/2017,09:00:00,TENDERLOIN,NONE,400 Block of EDDY ST,-122.41506687647006,37.78356347963316,"(37.78356347963316, -122.41506687647006)",17051659351040
150008140,LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,01/03/2014,01:30:00,MISSION,NONE,2300 Block of MARKET ST,-122.43403618214,37.7632941952462,"(37.7632941952462, -122.43403618214)",15000814006154
90492489,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,05/12/2009,08:10:00,SOUTHERN,NONE,0 Block of 8TH ST,-122.413684555167,37.7777984628537,"(37.7777984628537, -122.413684555167)",9049248906244
61382914,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,12/31/2006,19:53:00,SOUTHERN,PSYCHOPATHIC CASE,0 Block of ELGINPARK ST,-122.423155228838,37.7706418946037,"(37.7706418946037, -122.423155228838)",6138291464020
141035984,NON-CRIMINAL,PROPERTY FOR IDENTIFICATION,Tuesday,12/09/2014,10:23:00,TARAVAL,UNFOUNDED,2300 Block of 24TH AV,-122.48118317163,37.7437268170337,"(37.7437268170337, -122.48118317163)",14103598473e3
80818964,VEHICLE THEFT,STOLEN TRUCK,Saturday,08/02/2008,12:00:00,TARAVAL,NONE,14TH AV / KIRKHAM ST,-122.471408621301,37.760072975864,"(37.760072975864, -122.471408621301)",8081896407025
140437399,ROBBERY,"ROBBERY, ARMED WITH A KNIFE",Sunday,05/25/2014,17:58:00,MISSION,NONE,16TH ST / MISSION ST,-122.419671780296,37.7650501214668,"(37.7650501214668, -122.419671780296)",14043739903072
60020719,NON-CRIMINAL,LOST PROPERTY,Thursday,12/29/2005,21:00:00,TARAVAL,NONE,22ND AV / TARAVAL ST,-122.478902513276,37.7429079761564,"(37.7429079761564, -122.478902513276)",6002071971e3
146020190,NON-CRIMINAL,LOST PROPERTY,Saturday,01/25/2014,01:21:00,INGLESIDE,NONE,300 Block of OCEAN AV,-122.444032921532,37.7230802809417,"(37.7230802809417, -122.444032921532)",14602019071e3
31027554,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,08/30/2003,07:00:00,CENTRAL,NONE,BUSH ST / HYDE ST,-122.417019320698,37.7891095538507,"(37.7891095538507, -122.417019320698)",3102755406244
50758760,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,07/07/2005,14:00:00,PARK,NONE,SCOTT ST / MCALLISTER ST,-122.436698225093,37.7780062911104,"(37.7780062911104, -122.436698225093)",5075876006244
140580841,OTHER OFFENSES,RESISTING ARREST,Sunday,07/13/2014,05:57:00,TENDERLOIN,"ARREST, BOOKED",0 Block of TURK ST,-122.409853729941,37.7833862379382,"(37.7833862379382, -122.409853729941)",14058084127170
140600596,OTHER OFFENSES,VIOLATION OF PARK CODE,Saturday,07/19/2014,17:51:00,RICHMOND,"ARREST, BOOKED",LA PLAYA ST / FULTON ST,-122.50989299593,37.7713942990422,"(37.7713942990422, -122.50989299593)",14060059630210
130047124,OTHER OFFENSES,FALSE PERSONATION,Wednesday,11/28/2012,00:01:00,SOUTHERN,NONE,700 Block of NATOMA ST,-122.412904380868,37.7759981805312,"(37.7759981805312, -122.412904380868)",13004712409027
150819630,NON-CRIMINAL,"AIDED CASE, DOG BITE",Friday,09/18/2015,12:36:00,NORTHERN,NONE,EDDY ST / GOUGH ST,-122.424109315499,37.7824756422772,"(37.7824756422772, -122.424109315499)",15081963064010
30298974,ASSAULT,THREATS AGAINST LIFE,Wednesday,03/12/2003,18:00:00,TARAVAL,"ARREST, BOOKED",400 Block of LAKEVIEW AV,-122.45378738963,37.7179201750515,"(37.7179201750515, -122.45378738963)",3029897419057
80462044,ASSAULT,BATTERY,Friday,05/02/2008,23:00:00,BAYVIEW,NONE,3RD ST / REVERE AV,-122.391522893042,37.7324323864471,"(37.7324323864471, -122.391522893042)",8046204404134
911207903,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Tuesday,02/11/2003,12:00:00,INGLESIDE,NONE,100 Block of RIPLEY ST,-122.412324243492,37.7442629265303,"(37.7442629265303, -122.412324243492)",91120790307041
70681630,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,07/07/2007,02:45:00,SOUTHERN,NONE,13TH ST / FOLSOM ST,-122.415577809808,37.7695914543814,"(37.7695914543814, -122.415577809808)",7068163006244
110145425,"SEX OFFENSES, FORCIBLE","FORCIBLE RAPE, BODILY FORCE",Friday,02/18/2011,03:45:00,SOUTHERN,DISTRICT ATTORNEY REFUSES TO PROSECUTE,300 Block of KING ST,-122.395021745914,37.7753128522284,"(37.7753128522284, -122.395021745914)",11014542502004
90641818,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Tuesday,06/23/2009,12:45:00,SOUTHERN,NONE,MARKET ST / PINE ST,-122.397387796127,37.7924047319625,"(37.7924047319625, -122.397387796127)",9064181806112
40163232,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Monday,02/09/2004,16:00:00,NORTHERN,NONE,HAIGHT ST / FILLMORE ST,-122.430436523482,37.7721069661715,"(37.7721069661715, -122.430436523482)",4016323206112
50497338,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Wednesday,05/04/2005,16:30:00,RICHMOND,NONE,200 Block of 9TH AV,-122.467626290502,37.7837206881227,"(37.7837206881227, -122.467626290502)",5049733815150
71260689,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,12/09/2007,21:16:00,MISSION,NONE,2900 Block of 21ST ST,-122.413988938216,37.757275784974,"(37.757275784974, -122.413988938216)",7126068964020
40449894,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,04/20/2004,08:07:00,BAYVIEW,"ARREST, CITED",400 Block of MISSOURI ST,-122.396412336265,37.7606466801574,"(37.7606466801574, -122.396412336265)",4044989465016
71257410,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Saturday,12/08/2007,19:30:00,TENDERLOIN,"ARREST, BOOKED",200 Block of MCALLISTER ST,-122.415754575208,37.780719182394,"(37.780719182394, -122.415754575208)",7125741027130
60570980,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,05/27/2006,22:23:00,SOUTHERN,NOT PROSECUTED,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",6057098006114
70015067,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Friday,01/05/2007,02:08:00,TENDERLOIN,NONE,0 Block of TURK ST,-122.409853729941,37.7833862379382,"(37.7833862379382, -122.409853729941)",7001506761030
120825407,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,10/14/2012,00:01:00,SOUTHERN,NONE,FELL ST / MARKET ST,-122.417504703145,37.7765400380328,"(37.7765400380328, -122.417504703145)",12082540728160
70512176,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,05/20/2007,02:27:00,MISSION,"ARREST, BOOKED",SOUTH VAN NESS AV / 18TH ST,-122.417180448635,37.7619674218102,"(37.7619674218102, -122.417180448635)",7051217665016
150895931,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Tuesday,10/13/2015,11:37:00,MISSION,NONE,3100 Block of 24TH ST,-122.415713588521,37.7523514545194,"(37.7523514545194, -122.415713588521)",15089593164085
120486247,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,06/20/2012,19:25:00,MISSION,NONE,3000 Block of 22ND ST,-122.414925208812,37.7556120190745,"(37.7556120190745, -122.414925208812)",12048624706243
60725812,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Sunday,07/02/2006,08:00:00,TARAVAL,JUVENILE BOOKED,3800 Block of ORTEGA ST,-122.504754342712,37.7511728171552,"(37.7511728171552, -122.504754342712)",6072581205041
100164485,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",Wednesday,02/17/2010,11:30:00,TARAVAL,PROSECUTED BY OUTSIDE AGENCY,1600 Block of 9TH AV,-122.46592276355,37.7574923528497,"(37.7574923528497, -122.46592276355)",10016448509015
110116523,WARRANTS,WARRANT ARREST,Monday,02/07/2011,18:08:00,TENDERLOIN,"ARREST, BOOKED",100 Block of OFARRELL ST,-122.407244087032,37.7865647607685,"(37.7865647607685, -122.407244087032)",11011652363010
156073208,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,03/21/2015,01:40:00,CENTRAL,NONE,700 Block of KEARNY ST,-122.404847847867,37.7951006528052,"(37.7951006528052, -122.404847847867)",15607320806244
71293878,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Tuesday,12/18/2007,20:55:00,TENDERLOIN,"ARREST, BOOKED",FULTON ST / HYDE ST,-122.415127837608,37.7797870676495,"(37.7797870676495, -122.415127837608)",7129387816623
160378262,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Sunday,05/08/2016,17:33:00,PARK,NONE,800 Block of DIVISADERO ST,-122.43839311533372,37.777318694955994,"(37.777318694955994, -122.43839311533372)",16037826205151
116126615,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,10/06/2011,18:30:00,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / HARRISON ST,-122.388485562387,37.789572762563,"(37.789572762563, -122.388485562387)",11612661506244
176097799,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,04/16/2017,17:31:00,CENTRAL,NONE,THE EMBARCADERONORTH ST / BAY ST,-122.40556507280961,37.806617153097136,"(37.806617153097136, -122.40556507280961)",17609779928150
170914878,NON-CRIMINAL,CASE CLOSURE,Wednesday,11/08/2017,10:06:00,SOUTHERN,UNFOUNDED,800 Block of BRYANT ST,-122.40340479147905,37.775420706711,"(37.775420706711, -122.40340479147905)",17091487875030
160875440,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Thursday,10/27/2016,13:55:00,SOUTHERN,"ARREST, BOOKED",100 Block of 9TH ST,-122.4134733313121,37.775163352976286,"(37.775163352976286, -122.4134733313121)",16087544016625
90608307,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Saturday,06/13/2009,10:46:00,CENTRAL,NONE,200 Block of GRANT AV,-122.405254463024,37.7892525040522,"(37.7892525040522, -122.405254463024)",9060830706364
110627069,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,08/06/2011,00:20:00,INGLESIDE,"ARREST, CITED",1500 Block of GENEVA AV,-122.430826301881,37.7124349004423,"(37.7124349004423, -122.430826301881)",11062706965015
120023855,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Monday,01/09/2012,15:00:00,PARK,NONE,1600 Block of TURK ST,-122.436274979481,37.7800247331065,"(37.7800247331065, -122.436274979481)",12002385528100
100366324,WEAPON LAWS,"FIREARM, LOADED, IN VEHICLE, POSSESSION OR USE",Tuesday,04/20/2010,17:50:00,NORTHERN,"ARREST, BOOKED",GOLDEN GATE AV / FILLMORE ST,-122.431952436364,37.7795647498663,"(37.7795647498663, -122.431952436364)",10036632412168
150826817,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,09/20/2015,20:51:00,BAYVIEW,NONE,SAN BRUNO AV / BACON ST,-122.403595293514,37.7276340992506,"(37.7276340992506, -122.403595293514)",15082681764085
30944860,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,08/06/2003,20:30:00,PARK,NONE,1700 Block of FELL ST,-122.446726162102,37.77294518675,"(37.77294518675, -122.446726162102)",3094486007021
71108891,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",Sunday,10/14/2007,11:33:00,BAYVIEW,NONE,3000 Block of SAN BRUNO AV,-122.402128140792,37.7239064497883,"(37.7239064497883, -122.402128140792)",7110889109015
110132068,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Sunday,02/13/2011,00:42:00,CENTRAL,"ARREST, BOOKED",BROADWAY ST / KEARNY ST,-122.405475929231,37.7980180687744,"(37.7980180687744, -122.405475929231)",11013206816660
101158576,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Friday,12/17/2010,00:08:00,MISSION,"ARREST, CITED",200 Block of CAPP ST,-122.418415888321,37.7626869631943,"(37.7626869631943, -122.418415888321)",10115857613075
110207003,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,03/11/2011,17:30:00,MISSION,NONE,SYCAMORE ST / VALENCIA ST,-122.42166320672101,37.7625784042703,"(37.7625784042703, -122.421663206721)",11020700307021
50810542,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Wednesday,07/20/2005,15:40:00,NORTHERN,"ARREST, BOOKED",100 Block of CHURCH ST,-122.429080297019,37.7681979747465,"(37.7681979747465, -122.429080297019)",5081054206365
170797210,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,09/29/2017,18:28:00,CENTRAL,NONE,100 Block of COLUMBUS AV,-122.40544618775614,37.7969454448277,"(37.7969454448277, -122.40544618775614)",17079721006303
100796919,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,08/29/2010,19:00:00,NORTHERN,NONE,1100 Block of CHESTNUT ST,-122.422252739939,37.8026519095885,"(37.8026519095885, -122.422252739939)",10079691964070
100854090,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Wednesday,09/15/2010,03:00:00,RICHMOND,NONE,2800 Block of GEARY BL,-122.449636031165,37.7823043073506,"(37.7823043073506, -122.449636031165)",10085409061030
160171878,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,02/27/2016,18:00:00,SOUTHERN,NONE,1200 Block of FOLSOM ST,-122.41080247780779,37.774329915383596,"(37.774329915383596, -122.41080247780779)",16017187806303
100252234,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Wednesday,03/17/2010,01:17:00,CENTRAL,JUVENILE BOOKED,900 Block of SACRAMENTO ST,-122.408147060581,37.7931806057193,"(37.7931806057193, -122.408147060581)",10025223427130
140885851,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Sunday,10/19/2014,21:58:00,INGLESIDE,"ARREST, BOOKED",500 Block of CHENERY ST,-122.431092958308,37.735081047515,"(37.735081047515, -122.431092958308)",14088585116650
110300895,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,04/13/2011,13:19:00,PARK,"ARREST, BOOKED",700 Block of STANYAN ST,-122.453512911126,37.7686969786551,"(37.7686969786551, -122.453512911126)",11030089562050
120629447,WARRANTS,WARRANT ARREST,Thursday,08/09/2012,04:45:00,SOUTHERN,"ARREST, BOOKED",300 Block of 11TH ST,-122.413287527194,37.7711962032376,"(37.7711962032376, -122.413287527194)",12062944763010
100605019,ROBBERY,"ROBBERY OF A COMMERCIAL ESTABLISHMENT, STRONGARM",Thursday,07/01/2010,15:00:00,TARAVAL,"ARREST, BOOKED",3200 Block of 20TH AV,-122.475509213337,37.72852470686,"(37.72852470686, -122.475509213337)",10060501903024
51350846,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Wednesday,11/30/2005,12:55:00,PARK,NONE,100 Block of ANZAVISTA AV,-122.445402762762,37.7793988692248,"(37.7793988692248, -122.445402762762)",5135084607041
